symbol,pval,FC_type2vstype1
CST3,0.04771507,0.851509484
CST5,0.636636711,0.908558335
CST7,0.950267004,1.010986907
CST8,0.24589349,1.018400038
CST9L,0.789821373,0.986147373
CST9,0.303736848,1.149613664
CSTB,0.082920727,1.154328927
CSTF2T,0.109351173,1.084101016
CSTF3,0.121752732,0.940933719
CSTL1,0.467281643,1.008457535
CS,0.232749343,1.065545309
CT45A1,0.055389203,1.309673693
CT45A2,0.272805253,1.06535179
CT45A3,0.044294969,1.189928664
CT45A4,0.639155486,0.987600211
CT45A5,0.105775203,1.140993129
CT45A6,0.145539268,1.083282224
CT47B1,0.108591632,1.25379903
CT62,0.045045339,1.110449291
CTAG1B,0.032032039,1.345010248
CTAG2,0.01026993,1.556576522
CTAGE1,0.236865134,1.125931321
CTAGE5,0.196367417,0.921515489
CTCFL,0.940203483,1.005941533
CTDSP1,0.190202963,0.925435265
CTDSP2,0.760977947,1.018974848
CTDSPL2,0.402790035,1.059447343
CTDSPL,0.408658313,1.052076626
CTGF,0.291579421,1.19212412
CTHRC1,0.265845118,1.223269359
CTLA4,0.623627269,1.089843278
CTNNA1,0.708535157,0.982442655
CTNNAL1,0.038994985,1.294917793
CTNNB1,0.375379295,1.053024999
CTNNBL1,0.355431905,0.955275667
CTNND1,0.796988076,1.016246478
CTNS,0.67666644,1.022187357
CTPS2,0.049021406,0.905597996
CTPS,0.940258556,1.004922878
CTRB1,0.734286579,0.986469073
CTRB2,0.631266789,0.956485471
CTRC,0.102120466,0.92475152
CTRL,0.010649544,0.71981993
CTSE,0.820900946,0.938162834
CTSH,0.156219592,1.152051698
CTSK,0.80293224,1.053627991
CTSL1,0.807068937,0.981999177
CTSL2,0.838680938,1.03634973
CTSO,0.924337465,1.007277013
CTSW,0.290126238,1.224016923
CTTNBP2NL,0.02907188,0.870676592
CTTN,0.22528055,0.950168349
CTU1,0.014817598,0.829768412
CTU2,0.58813978,0.968746234
CTXN2,0.016639732,0.726667768
CUBN,0.173431893,1.498854902
CUEDC1,0.1805639,0.928631305
CUEDC2,0.128981339,0.923536406
CUL3,0.084042381,1.08466165
CUL4A,0.097837075,1.076555421
CUL5,0.060542047,1.116477876
CUL9,0.218813559,0.930262872
CUTA,0.031006109,1.129598715
CWC15,0.196416841,1.06845175
CWF19L1,0.138618457,1.056396955
CWF19L2,0.022433433,1.151476406
CWH43,0.799282436,1.095037186
CX3CR1,0.192430983,0.779883227
CXADRP2,0.476049216,0.952464637
CXADRP3,0.487248886,1.084992218
CXCL12,0.013967818,1.596726421
CXCL14,0.744004973,1.068706643
CXCL17,0.150907519,1.184175821
CXCR2P1,0.013736371,1.655792651
CXCR5,0.069671206,1.353837349
CXCR7,0.107571324,1.199180519
CXorf1,0.289092071,1.134907926
CXorf23,0.502426739,0.963672075
CXorf26,0.186896873,1.064366609
CXorf27,0.249105942,1.008406452
CXorf38,0.321948774,1.078072792
CXorf40A,0.148762341,1.069087865
CXorf40B,0.035389835,1.081841379
CXorf41,0.052188853,0.879995189
CXorf42,0.740209255,0.979626002
CXorf48,0.034126375,1.26310693
CXorf58,0.340079042,0.923893755
CXorf61,0.272291678,1.130474509
CXorf64,0.067363365,1.035972653
CXorf65,0.451967088,0.932955804
CYB5A,0.036215188,1.276554062
CYB5B,0.028965616,0.899662474
CYB5R2,0.746674281,0.949845979
CYBASC3,0.51228343,0.97061802
CYBA,0.016988624,0.76804197
CYBB,0.961749443,1.007563236
CYCSP52,0.976807909,1.0004542
CYFIP1,0.532967009,1.033407961
CYGB,0.317960403,1.143689188
CYHR1,0.807299804,1.014439215
CYLC2,0.454128972,0.985463472
CYP11A1,0.027447996,0.590836052
CYP11B1,0.561458951,1.050764126
CYP19A1,0.243285169,1.185633122
CYP1A1,0.043686138,1.501037153
CYP1A2,0.12228414,1.216909575
CYP20A1,0.09849571,0.916652707
CYP24A1,0.170887743,1.613035411
CYP27B1,0.226506155,0.76676083
CYP2A13,0.193907408,1.043301696
CYP2A6,0.117948452,0.899329115
CYP2A7,0.095181127,0.941729966
CYP2B7P1,0.202464357,1.171302254
CYP2C18,0.162580704,1.331245954
CYP2C19,0.565702422,1.063138485
CYP2C8,0.010670653,0.569688675
CYP2C9,0.07185858,0.682959924
CYP2E1,0.04189763,0.640158612
CYP2F1,0.461196341,0.955484152
CYP2J2,0.068945618,1.363644386
CYP2S1,0.194055922,0.842180493
CYP2U1,0.012115683,1.202329906
CYP39A1,0.09114439,0.753514201
CYP3A4,0.457832365,1.144812253
CYP3A7,0.024130011,1.644989809
CYP4A11,0.162309308,1.877134658
CYP4A22,0.112929369,1.371984943
CYP4F12,0.272679287,1.31201149
CYP4F8,0.722280028,0.990046109
CYP4V2,0.043158873,0.853731153
CYP4X1,0.01655456,1.674772357
CYP4Z1,0.518193499,1.052425736
CYP4Z2P,0.039430098,1.214347061
CYP7A1,0.023837822,1.177247432
CYP8B1,0.751950489,1.077149629
CYS1,0.379252702,0.920910477
CYSLTR1,0.026241143,1.34411395
CYTH4,0.431719916,0.888510709
CYTL1,0.274226466,1.209447377
CYTSA,0.094644642,0.918025673
CYorf15A,0.61975823,1.16826746
CYorf15B,0.319121269,0.749681936
D2HGDH,0.061884972,0.849458568
DAB2,0.022752282,1.247840152
DACH1,0.02126822,1.919898244
DACT1,0.159829858,1.236131743
DAD1L,0.171272152,0.963282949
DAG1,0.429093593,0.95594931
DAGLA,0.037183246,1.18760899
DAK,0.521117566,1.049931631
DAND5,0.051895018,1.279699563
DAO,0.278118677,1.450615683
DAPK2,0.031135423,1.349015697
DAPK3,0.724251476,1.021586952
DAPL1,0.026051844,1.616782711
DARC,0.02804956,1.573917219
DARS,0.285205887,1.065428032
DAXX,0.130850906,1.058719988
DAZ1,0.614023163,1.060517994
DAZ2,0.300418534,1.008338682
DAZAP1,0.098893562,0.925052856
DAZAP2,0.390368217,0.95797178
DAZL,0.83634236,1.011359947
DBC1,0.307136733,1.25130243
DBF4,0.540388442,0.945541628
DBH,0.281083591,0.840354066
DBN1,0.214704078,0.923919875
DBNDD1,0.012175144,0.749231464
DBP,0.077509193,1.185417651
DBR1,0.010145765,0.882499295
DBT,0.036252017,1.177871176
DBX1,0.266344029,1.034803763
DCAF10,0.643629746,1.02299448
DCAF11,0.756945483,0.982892778
DCAF12L2,0.121524934,1.34805039
DCAF12,0.241254502,1.054116886
DCAF15,0.214070088,0.940035346
DCAF16,0.431265441,1.053907434
DCAF17,0.166373776,0.913088381
DCAF4L2,0.352355462,1.020929595
DCAF4,0.181084103,1.067956804
DCAF5,0.045338631,0.913252247
DCAF6,0.016146166,1.116775144
DCAF8L1,0.063835812,1.12435643
DCAF8L2,0.051526376,1.189732428
DCBLD1,0.039597835,1.13723103
DCHS1,0.047486014,1.308195348
DCI,0.046448229,0.838533809
DCK,0.083985568,1.126849536
DCLK1,0.575936321,1.129174161
DCLK2,0.06580816,0.844702194
DCLRE1C,0.053512427,0.873138787
DCN,0.039653596,1.803680601
DCP1A,0.016029871,0.883816152
DCTD,0.839883148,0.987411712
DCTN1,0.265269879,1.046677058
DCTN2,0.086699505,0.929649235
DCTN3,0.348983329,1.049327455
DCTPP1,0.119890857,1.131609538
DCUN1D1,0.064344744,1.155735001
DCUN1D4,0.151613113,0.923928928
DCXR,0.010857388,1.427729222
DDAH1,0.118622128,1.152036593
DDC,0.620790977,1.15092528
DDHD2,0.400029715,0.96007588
DDI1,0.028021219,0.917667277
DDIT4,0.10278463,1.224292921
DDN,0.029468381,1.939225
DDOST,0.173653584,1.061647417
DDO,0.051206152,0.81087551
DDRGK1,0.19124448,1.09017761
DDX10,0.725797674,1.023615551
DDX11L2,0.310845326,0.828212787
DDX19B,0.017968339,1.11389382
DDX20,0.701247254,0.982930477
DDX24,0.010485283,1.141338153
DDX25,0.578748054,0.88388701
DDX26B,0.622475198,0.950731689
DDX28,0.131726748,1.097804805
DDX39,0.852272091,0.987054694
DDX3X,0.039978581,1.133733516
DDX3Y,0.744022683,0.870759349
DDX41,0.093997203,1.088741036
DDX43,0.857030603,0.949337879
DDX47,0.758577736,0.989544362
DDX49,0.800783313,0.987669707
DDX4,0.552442748,1.030546716
DDX53,0.507284054,1.037337778
DDX54,0.46696664,1.038621373
DDX60,0.950066134,1.005467222
DDX6,0.253378261,1.052419975
DEAF1,0.193704374,0.912086759
1-Dec,0.195078205,1.050832696
DECR2,0.079573404,0.81431784
DEDD2,0.474001341,1.033579919
DEDD,0.064466977,1.062322072
DEFA1B,0.917967847,0.982267481
DEFA4,0.444570112,1.044140368
DEFA5,0.07116018,0.946461519
DEFA6,0.17132355,0.968211181
DEFB103B,0.021273764,1.365690723
DEFB112,0.300418534,1.004796604
DEFB119,0.13912093,1.077081761
DEFB123,0.247062798,1.039557876
DEFB124,0.716574694,1.005949586
DEFB125,0.923476671,1.011444438
DEFB126,0.308514604,1.035576953
DEFB127,0.016506501,1.053313821
DEFB131,0.869640411,1.001144498
DEFB136,0.300418534,1.004556438
DEFB4A,0.55555668,1.0198883
DENND1A,0.401793246,1.044329607
DENND1B,0.031284489,1.355135047
DENND2A,0.902740183,0.971895356
DENND2C,0.084819717,1.191549739
DENND4B,0.605949562,1.025370396
DENND4C,0.508185655,0.960291635
DENND5B,0.03105644,1.181695494
DENR,0.522557443,1.022793624
DEPDC4,0.183399262,0.880967656
DEPDC5,0.581786857,1.028290014
DEPDC6,0.04138842,1.268124032
DEPDC7,0.26735243,0.82111041
DERA,0.133373329,0.905047698
DERL1,0.302096519,0.947367033
DERL2,0.021630095,0.890261398
DET1,0.541936791,1.028987977
DGAT2L6,0.890844889,0.995935519
DGCR6,0.094783708,0.853786723
DGKB,0.758873547,1.062209147
DGKD,0.101836985,0.878391144
DGKE,0.59873793,1.079954254
DGKH,0.161777712,0.829484695
DGKK,0.031097394,1.179666105
DGKQ,0.070449418,0.895858316
DGUOK,0.975241432,1.002015136
DHCR24,0.220683045,1.130208154
DHDH,0.989713899,0.99728658
DHDPSL,0.566305606,1.078755096
DHFRL1,0.8953879,1.00931448
DHODH,0.868587257,0.990460217
DHRS11,0.124792359,1.14138949
DHRS1,0.592494727,0.965151569
DHRS4L1,0.084130619,1.268317297
DHRS7C,0.051979337,1.032254169
DHRS9,0.126661751,0.704097336
DHRSX,0.210315692,1.079570391
DHTKD1,0.035390192,1.221919051
DHX15,0.336346912,0.956955127
DHX16,0.28636053,0.960010874
DHX33,0.76430679,0.960010113
DHX34,0.025869382,0.863051259
DHX35,0.949335168,0.997007726
DHX36,0.025677329,1.143939443
DHX37,0.569945913,1.032244909
DHX38,0.185193965,0.942099939
DHX40P1,0.465114731,0.918021359
DIABLO,0.92538836,1.004901545
DIAPH1,0.041369637,1.101195653
DICER1,0.980736423,0.998284639
DIO2,0.190161775,1.317707319
DIO3OS,0.015292391,1.175337666
DIP2A,0.04661122,0.886432583
DIP2C,0.24020266,0.91410333
DIRC1,0.231696406,1.040827134
DIRC2,0.256676663,1.068668282
DIS3,0.395425498,1.037000216
DISC1,0.150448638,0.879665253
DISC2,0.745157986,1.013773477
DISP1,0.377257399,0.94816104
DIXDC1,0.055301593,0.849207828
DKFZP434H168,0.237075758,0.982928036
DKFZP434K028,0.621806428,1.02117156
DKFZp434L192,0.777266057,1.005166212
DKFZp566F0947,0.473657882,1.058547249
DKFZp686A1627,0.02894391,1.287530317
DKFZp686O24166,0.954684033,0.989307469
DKFZp761E198,0.035703601,1.123635765
DKFZp779M0652,0.052961366,0.781427721
DKK1,0.78408745,0.945514684
DKK3,0.059899576,1.304732314
DKK4,0.913275064,1.004906876
DLAT,0.031958662,1.161844174
DLC1,0.165825148,1.156754539
DLG1,0.068697299,0.896230846
DLG3,0.026044013,0.90169607
DLG5,0.528702845,0.962670186
DLGAP2,0.296653219,0.816329707
DLGAP3,0.026308706,1.439104371
DLST,0.445105188,1.04718438
DLX1,0.160875263,1.167426607
DLX2,0.029337589,1.217489379
DLX3,0.210063433,1.234015021
DLX6AS,0.0552404,1.168295843
DMC1,0.028636463,0.7886288
DMD,0.304082917,1.136532579
DMGDH,0.052566274,1.407902776
DMP1,0.041373124,1.156457866
DMPK,0.010894642,0.78574398
DMRTA1,0.283546007,1.122777002
DMRTA2,0.28574428,1.091286784
DMRTB1,0.92186329,1.000993009
DMRTC1,0.096197209,0.782982166
DMRTC2,0.0759662,0.903109918
DMWD,0.749460978,1.014462507
DMXL1,0.030882169,1.197463946
DMXL2,0.477015078,1.054654551
DNAH10,0.670525007,0.936887933
DNAH11,0.303438411,1.290520836
DNAH12,0.599400917,1.061617183
DNAH5,0.735691059,1.055900181
DNAH8,0.037457196,1.286638476
DNAI2,0.395450589,0.943799482
DNAJA2,0.018581791,1.103279552
DNAJB11,0.054399578,1.110966092
DNAJB12,0.033890592,1.083285514
DNAJB14,0.023844086,1.26215826
DNAJB1,0.292044341,1.076544109
DNAJB2,0.244924331,1.076086221
DNAJB4,0.030594997,1.209600541
DNAJB5,0.954837934,0.995735847
DNAJB7,0.014511973,0.772843781
DNAJB8,0.824512062,1.002147907
DNAJB9,0.026174017,0.849752542
DNAJC11,0.093848094,1.113410736
DNAJC13,0.01728234,1.17804033
DNAJC14,0.848707303,1.006426743
DNAJC15,0.482574233,1.059769025
DNAJC16,0.077619839,1.124873808
DNAJC17,0.830062071,0.985436775
DNAJC18,0.262480926,1.107731465
DNAJC19,0.122763549,1.105395102
DNAJC22,0.02514864,0.780540034
DNAJC24,0.881143227,1.005490604
DNAJC25-GNG10,0.323748055,1.043303631
DNAJC25,0.023867422,1.117327701
DNAJC27,0.014491481,0.848175557
DNAJC5G,0.172517431,1.06656265
DNAJC6,0.038793659,1.32481424
DNAJC7,0.829764269,0.990760555
DNAJC8,0.717521522,0.985861919
DNAJC9,0.150673687,0.939178264
DNASE1L1,0.185665705,1.069205319
DNASE1L2,0.113017201,0.792246365
DNASE1,0.25887216,1.23914813
DND1,0.976360018,0.998593628
DNER,0.01403329,2.175873382
DNHD1,0.035849988,0.787296488
DNLZ,0.630097112,1.052383559
DNM1L,0.672333171,0.980357313
DNM2,0.765274559,1.015809908
DNMT1,0.011386015,1.168837129
DNMT3B,0.536695646,0.920912005
DNPEP,0.377808462,1.032559122
DOCK10,0.075027952,1.25189423
DOCK1,0.469642807,1.058102288
DOCK2,0.869561871,0.973708845
DOCK3,0.384764548,0.844130401
DOCK4,0.061073534,0.856886924
DOCK8,0.591315798,0.943999777
DOCK9,0.533827791,1.063505776
DOHH,0.842859816,1.014692453
DOK1,0.017268353,0.784935441
DOK3,0.136573509,0.81994683
DOK5,0.340052452,1.18433474
DOK6,0.228118903,1.272170467
DOLPP1,0.207016228,0.949163589
DOPEY2,0.48231256,1.055904007
DPF2,0.175809299,1.051639113
DPF3,0.415163684,1.143208891
DPH2,0.379237107,0.964931761
DPH3B,0.151696841,0.862370674
DPH3,0.458029978,0.958205989
DPH5,0.045048668,1.092940618
DPM1,0.59891088,1.022222398
DPM3,0.02468507,0.822933921
DPP3,0.015003026,1.157967185
DPP7,0.413012178,1.088803523
DPP9,0.435336583,0.959318842
DPPA3,0.800690143,1.01003824
DPPA4,0.348954474,1.144117074
DPPA5,0.34660962,0.973647702
DPRX,0.612434738,1.013430638
DPY19L3,0.328184873,1.147072587
DPY19L4,0.896267226,0.991975814
DPY30,0.773311295,0.983734452
DPYD,0.021750932,0.780720749
DPYSL2,0.296505199,0.93858457
DPYSL4,0.074965164,1.428149963
DPYS,0.040285143,2.041154739
DRAM1,0.828215506,1.018438473
DRAP1,0.432688304,1.053995065
DRD2,0.101520565,0.786381915
DRD3,0.697654192,1.004242939
DRD5,0.013059705,0.812239889
DRGX,0.036485231,1.012105516
DSC1,0.619583002,1.035011776
DSC3,0.895636179,1.021853612
DSCAM,0.523989816,0.950432716
DSCR10,0.335869581,1.009547331
DSCR4,0.259470574,1.058804934
DSCR6,0.011919913,1.615743603
DSCR9,0.137228037,0.887237933
DSEL,0.893311954,0.980092423
DSE,0.268285338,1.078111333
DSG2,0.187781757,0.856512364
DSG3,0.039391508,1.269619537
DSG4,0.358463431,0.966775843
DSPP,0.212273616,1.037477819
DSTN,0.26653157,1.073507192
DST,0.152015954,0.893105127
DTD1,0.933226982,0.994628916
DTHD1,0.323469758,1.137472021
DTNBP1,0.011428759,1.13037046
DTWD1,0.533634251,0.971521996
DTX1,0.540520194,1.102746513
DTX3L,0.647805355,0.971388539
DTX4,0.059010668,1.247519552
DTYMK,0.049973758,0.864313105
DUOX1,0.025195019,1.412245547
DUOXA2,0.02222106,1.256429546
DUPD1,0.054236085,1.024071465
DUS1L,0.014175655,0.836236427
DUS2L,0.971294698,1.002255145
DUSP11,0.018605386,1.123958412
DUSP14,0.907756821,1.007150823
DUSP19,0.980527825,0.998402756
DUSP21,0.7982433,1.011187355
DUSP23,0.132720985,0.849619387
DUSP27,0.452854619,1.095154253
DUSP3,0.123365332,1.076854921
DUSP7,0.010639682,1.248724137
DUSP8,0.15809229,1.156736904
DUXA,0.40188218,1.046994969
DVL3,0.246395487,0.947006515
DYDC1,0.362260956,0.929057803
DYDC2,0.060441842,0.731000548
DYNC1H1,0.738083276,1.017063764
DYNC1I2,0.048775468,1.127982516
DYNC1LI1,0.025217477,1.099184246
DYNC1LI2,0.020245287,0.905065909
DYNC2H1,0.2504275,0.898504218
DYNLL1,0.619471108,1.026164766
DYNLRB1,0.028937607,0.863676549
DYRK1A,0.645825072,0.974568165
DYRK4,0.062462751,0.877966147
DYSFIP1,0.646884765,1.037768161
DYTN,0.551870264,1.020652286
DZIP1,0.671683656,0.945629425
E2F4,0.728003486,1.015053516
E2F5,0.467495535,1.051820255
E2F6,0.375033877,0.960495964
E4F1,0.022709964,0.877985027
EAF1,0.01373203,1.16284945
EAF2,0.343990315,1.134458807
EAPP,0.859303129,0.99183113
EARS2,0.06246503,1.127296776
EBAG9,0.436717624,1.034905942
EBF4,0.013082217,0.617835475
EBI3,0.789353787,0.958965257
EBNA1BP2,0.096952233,1.076121465
EBP,0.067330912,1.131938998
ECE1,0.109066183,0.877931373
ECH1,0.752092599,1.022074957
ECHDC3,0.617925059,1.133696842
ECM1,0.093660897,1.240556866
ECM2,0.146809628,1.271352092
ECSIT,0.751601828,0.98088914
EDA2R,0.227184623,0.844967086
EDA,0.063374095,1.176083365
EDC3,0.051194695,1.082643756
EDC4,0.04791811,0.921150663
EDDM3A,0.621940367,0.926270654
EDDM3B,0.437562529,1.02366751
EDEM2,0.702980176,1.020418579
EDEM3,0.114672336,1.112658023
EDF1,0.140914211,0.896606347
EDIL3,0.548790255,1.200435367
EDN1,0.069674968,0.781736808
EDN3,0.930765407,0.985967525
EED,0.817609808,1.011739158
EEF1A2,0.875456196,0.947398038
EEF1DP3,0.024793044,1.253836218
EEF1D,0.419131941,1.055200449
EEF1E1,0.122267434,0.912990198
EEF1G,0.150080327,1.08333273
EEF2K,0.018608853,1.187822857
EEFSEC,0.984371313,0.998881485
EEPD1,0.885591398,1.012801023
EFCAB10,0.050988007,0.797275892
EFCAB2,0.018106572,1.18761024
EFCAB3,0.331327948,0.941508038
EFCAB5,0.048373574,0.777972791
EFCAB7,0.147920188,0.897054696
EFHA1,0.922142183,0.9941342
EFHA2,0.786832905,0.971726404
EFHD1,0.163455648,0.779259882
EFHD2,0.120917647,1.14103267
EFNA3,0.179121425,0.862800943
EFNA4,0.011023748,0.849084669
EFNA5,0.054328148,1.509371509
EFNB1,0.022717598,1.196956177
EFR3A,0.265716333,1.061133083
EFS,0.035662387,1.629355505
EFTUD1,0.027861746,1.126561385
EGFR,0.087130985,1.251289585
EGLN2,0.668201429,0.977119778
EGLN3,0.43712843,0.888678607
EGOT,0.463946772,0.906682187
EGR1,0.143958413,1.381559686
EGR3,0.268241659,1.300492893
EGR4,0.163236818,1.218185216
EHBP1,0.123918758,1.096502487
EHD1,0.249905801,0.937936531
EHD3,0.684942429,1.057222848
EHF,0.059876345,1.863224628
EHHADH,0.031954067,1.387008211
EHMT2,0.128856517,0.932039646
EID1,0.032022661,1.144082919
EID2B,0.033253651,0.870297629
EID2,0.524400613,0.973568774
EIF1AD,0.754258854,0.986944486
EIF1AY,0.528723731,1.256490552
EIF2B2,0.178112238,1.061262874
EIF2B3,0.08043797,1.088100613
EIF2B4,0.821993288,1.01039297
EIF2B5,0.192840222,0.956644005
EIF2C1,0.402407943,1.035875647
EIF2C4,0.461088451,0.952023509
EIF3A,0.046489305,1.159307104
EIF3B,0.076097467,0.907992943
EIF3CL,0.237370758,1.087168436
EIF3D,0.135564583,1.067025807
EIF3G,0.145377917,1.078861488
EIF3IP1,0.029110258,0.855991824
EIF3I,0.072288657,1.083351173
EIF3L,0.015477639,1.118326611
EIF4A1,0.722187639,0.980071657
EIF4A2,0.019888129,1.134062936
EIF4E1B,0.014991747,1.11844525
EIF4E2,0.378198551,0.948877904
EIF4E3,0.2461858,0.932079248
EIF4EBP3,0.857981598,0.982729365
EIF4G1,0.025423782,1.121261966
EIF4H,0.940479563,0.997203054
EIF5AL1,0.611588644,0.97278049
EIF5A,0.232694234,0.927172773
EIF5B,0.179632325,0.915033597
EIF5,0.640685546,1.02788605
EIF6,0.035768676,1.132750638
ELANE,0.98268378,1.002409481
ELAVL1,0.879067199,1.004969033
ELAVL2,0.996152478,0.999305731
ELAVL3,0.261198372,1.155503422
ELAVL4,0.079203782,1.149869433
ELF1,0.90216347,1.008482914
ELF2,0.019135418,0.889641607
ELFN1,0.177798393,0.691017312
ELK1,0.011402548,1.118058562
ELK3,0.04739413,1.314544536
ELL3,0.449801628,1.050936258
ELL,0.791020847,0.984791825
ELMO2,0.030651962,0.910499101
ELMO3,0.178303498,0.769275101
ELMOD2,0.685489812,0.976637003
ELMOD3,0.090283464,0.892055292
ELOF1,0.734027543,1.020078205
ELOVL1,0.110300658,0.936764987
ELOVL3,0.146874863,1.218432884
ELOVL6,0.755202248,1.023906398
ELOVL7,0.016982249,0.808731696
ELP4,0.115304774,1.078446249
ELSPBP1,0.096492994,1.41591974
EMB,0.608026473,1.067381843
EMD,0.312640186,1.043401114
EME2,0.078693796,0.804754105
EMG1,0.485530897,0.957464071
EMID1,0.705574109,1.055936405
EMILIN1,0.027703245,1.513954256
EMILIN3,0.399202068,1.180653543
EML2,0.254090932,0.903306183
EML5,0.680473985,1.030613858
EML6,0.421394846,1.150069444
EMP1,0.432697164,0.898489515
EMR1,0.313714694,1.198794665
EMR2,0.208596251,1.1880371
EMX2OS,0.018809462,0.792767325
ENAM,0.405334621,1.118226344
ENC1,0.054200838,0.79467179
ENDOD1,0.469099745,1.057539317
ENDOG,0.226374289,0.891926491
ENO1,0.420779927,1.052005261
ENO2,0.60401091,0.923730372
ENOPH1,0.015340895,1.119937152
ENOSF1,0.025891636,0.812486523
ENOX1,0.760768507,1.059263874
ENOX2,0.65120815,1.030459413
ENPP1,0.038537277,1.394809322
ENPP3,0.013145137,0.531744532
ENPP4,0.126550217,1.108123939
ENPP5,0.747897806,0.969519009
ENPP6,0.095243823,1.709867866
ENPP7,0.779461647,0.91443748
ENTHD1,0.28967241,1.085024028
ENTPD1,0.919817941,0.994032231
ENTPD3,0.080370527,1.439599731
ENTPD6,0.097238727,1.120535852
ENTPD7,0.148300349,0.87674081
EOMES,0.608380532,1.097885991
EP300,0.897651432,0.990161634
EPB41L1,0.174824878,0.905405379
EPB41L3,0.194470383,1.177834493
EPB41L4A,0.515689896,0.961020828
EPB42,0.18044088,1.107323078
EPB49,0.049065091,0.851625524
EPC1,0.238218856,1.136993156
EPC2,0.668831856,1.029005664
EPCAM,0.320284149,0.858257635
EPHA10,0.600036862,1.137757204
EPHA2,0.033370885,0.810687274
EPHA4,0.012592516,0.668325218
EPHA6,0.251381338,1.310843184
EPHB2,0.911436992,0.982376575
EPHX2,0.025456919,1.279280765
EPM2AIP1,0.029237166,0.868290207
EPN1,0.678579794,0.975630379
EPN3,0.021519478,1.952556257
EPOR,0.025069819,0.760652591
EPO,0.015217547,0.69698011
EPS8L3,0.117276982,0.650056365
ERAL1,0.153848296,0.936763922
ERAP1,0.194113537,1.115628123
ERAP2,0.626171096,1.110983656
ERBB2IP,0.478593133,1.038899593
ERC1,0.227687069,0.928422763
ERCC2,0.784791532,1.01270407
ERCC5,0.048417575,0.91238266
ERCC6,0.977930807,0.997917844
ERCC8,0.475762706,0.968262165
ERF,0.708836939,1.022077514
ERGIC2,0.074398345,1.100041118
ERGIC3,0.164842223,1.065773381
ERH,0.42865355,1.040365542
ERI1,0.400837987,1.052920184
ERI2,0.088515925,0.904393639
ERI3,0.037887411,1.117593852
ERICH1,0.021799587,1.134513467
ERLEC1,0.02036373,1.106370452
ERMAP,0.537064679,1.035811237
ERN1,0.013736252,1.545213874
ERN2,0.096077836,1.213348515
ERO1LB,0.090755726,1.117786121
ERP27,0.54621987,1.151142931
ERP29,0.781272484,1.015507104
ERP44,0.251465052,1.04432457
ERRFI1,0.266465518,1.184434741
ERVFRDE1,0.058353336,0.705997517
ESAM,0.457315712,1.099081206
ESCO1,0.243807885,0.930899852
ESF1,0.220680588,1.093261415
ESPNL,0.310380194,0.81402918
ESPNP,0.308484479,0.850554086
ESR1,0.052442662,1.406510473
ESR2,0.256978782,0.870422005
ESRRG,0.179332399,1.276287475
ESX1,0.299191051,1.041893199
ESYT1,0.419513665,1.055116662
ESYT3,0.103654682,0.758931784
ETFB,0.150789267,1.118063506
ETFDH,0.02534566,1.22651016
ETHE1,0.266733674,0.923174652
ETNK2,0.495892063,1.117686009
ETS2,0.031524133,0.835372783
ETV1,0.134129218,0.77317131
ETV2,0.99288778,0.998955334
ETV3L,0.325924661,1.088804772
ETV3,0.011136318,1.534615737
ETV4,0.34297063,1.242677048
EVI2A,0.454235736,0.901497112
EVI5L,0.249972038,1.074221395
EVI5,0.809439377,0.985841542
EVX1,0.023442686,1.132248953
EVX2,0.484322871,1.012164815
EXD1,0.07076429,1.114709052
EXD2,0.751746971,0.983671105
EXOC1,0.342945359,0.968033523
EXOC2,0.234456416,1.054615406
EXOC3,0.048659615,1.081573581
EXOC6B,0.031673671,1.420553724
EXOC6,0.024598419,1.116970409
EXOSC10,0.617622414,0.981737578
EXOSC1,0.344195072,1.053728436
EXOSC4,0.079273177,1.130719269
EXOSC5,0.032965413,1.17379469
EXOSC7,0.528832792,1.034998198
EXOSC9,0.608511175,0.978145325
EXPH5,0.067202979,0.795146717
EXT1,0.648882301,1.023329696
EXTL1,0.429270595,0.883336451
EXTL3,0.224820867,0.920204317
EYA2,0.372645109,1.223107813
EYA3,0.276899295,1.183182025
F10,0.803650277,1.065637639
F11R,0.722740276,0.980197259
F11,0.038391056,2.071986543
F13A1,0.026933392,1.529506615
F13B,0.039119962,0.940914825
F2RL1,0.582658301,1.050570712
F3,0.061512244,1.456011368
F5,0.330005001,0.754180693
F7,0.970259501,0.992997708
F8A1,0.610184042,0.969295264
F9,0.119767318,0.926835285
FABP2,0.590307394,1.055339155
FABP3,0.380678907,1.216296228
FABP5,0.630332989,1.090263352
FABP7,0.11633481,1.336463392
FADD,0.812696555,0.989739115
FADS3,0.244598666,0.909451061
FADS6,0.888408089,1.03382347
FAHD1,0.996764161,0.999649232
FAHD2A,0.324443273,1.066599535
FAIM2,0.253405636,1.237550491
FAM100A,0.311139956,1.076964181
FAM102B,0.904805472,0.992025048
FAM103A1,0.016668569,1.121317694
FAM104A,0.198429537,1.055797524
FAM105A,0.262532013,1.12162111
FAM105B,0.898234873,0.993967678
FAM106A,0.030488996,0.728549343
FAM106C,0.027871224,0.700588552
FAM107B,0.83831712,1.016937354
FAM108A1,0.045084515,0.870659572
FAM108B1,0.172032051,1.072728268
FAM110C,0.016668598,1.381467585
FAM114A1,0.025658014,1.320009597
FAM115C,0.497344562,0.941609196
FAM117A,0.546782677,1.031329128
